"filename", "language", "PHP", "JSON", "Markdown", "CSS", "JavaScript", "XML", "HTML", "SQL", "comment", "blank", "total"
"c:\xampp\htdocs\CLAU\SITE\vendor\symfony\polyfill-php80\bootstrap.php", "PHP", 29, 0, 0, 0, 0, 0, 0, 0, 8, 6, 43
"c:\xampp\htdocs\CLAU\SITE\vendor\symfony\polyfill-php80\composer.json", "JSON", 0, 37, 0, 0, 0, 0, 0, 0, 0, 1, 38
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\composer.json", "JSON", 0, 60, 0, 0, 0, 0, 0, 0, 0, 1, 61
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Dotenv.php", "PHP", 104, 0, 0, 0, 0, 0, 0, 0, 132, 32, 268
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Exception\ExceptionInterface.php", "PHP", 7, 0, 0, 0, 0, 0, 0, 0, 1, 5, 13
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Exception\InvalidEncodingException.php", "PHP", 7, 0, 0, 0, 0, 0, 0, 0, 1, 5, 13
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Exception\InvalidFileException.php", "PHP", 7, 0, 0, 0, 0, 0, 0, 0, 1, 5, 13
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Exception\InvalidPathException.php", "PHP", 7, 0, 0, 0, 0, 0, 0, 0, 1, 5, 13
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Exception\ValidationException.php", "PHP", 7, 0, 0, 0, 0, 0, 0, 0, 1, 5, 13
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Loader\Loader.php", "PHP", 29, 0, 0, 0, 0, 0, 0, 0, 11, 8, 48
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Loader\LoaderInterface.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 0, 8, 5, 21
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Loader\Resolver.php", "PHP", 32, 0, 0, 0, 0, 0, 0, 0, 27, 7, 66
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Parser\Entry.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 29, 9, 60
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Parser\EntryParser.php", "PHP", 166, 0, 0, 0, 0, 0, 0, 0, 110, 25, 301
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Parser\Lexer.php", "PHP", 27, 0, 0, 0, 0, 0, 0, 0, 21, 11, 59
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Parser\Lines.php", "PHP", 60, 0, 0, 0, 0, 0, 0, 0, 49, 19, 128
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Parser\Parser.php", "PHP", 30, 0, 0, 0, 0, 0, 0, 0, 18, 6, 54
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Parser\ParserInterface.php", "PHP", 7, 0, 0, 0, 0, 0, 0, 0, 9, 4, 20
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Parser\Value.php", "PHP", 35, 0, 0, 0, 0, 0, 0, 0, 41, 13, 89
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Repository\AdapterRepository.php", "PHP", 41, 0, 0, 0, 0, 0, 0, 0, 53, 14, 108
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Repository\Adapter\AdapterInterface.php", "PHP", 7, 0, 0, 0, 0, 0, 0, 0, 5, 4, 16
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Repository\Adapter\ApacheAdapter.php", "PHP", 37, 0, 0, 0, 0, 0, 0, 0, 42, 11, 90
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Repository\Adapter\ArrayAdapter.php", "PHP", 31, 0, 0, 0, 0, 0, 0, 0, 38, 12, 81
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Repository\Adapter\EnvConstAdapter.php", "PHP", 41, 0, 0, 0, 0, 0, 0, 0, 36, 13, 90
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Repository\Adapter\GuardedWriter.php", "PHP", 31, 0, 0, 0, 0, 0, 0, 0, 44, 11, 86
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Repository\Adapter\ImmutableWriter.php", "PHP", 41, 0, 0, 0, 0, 0, 0, 0, 54, 16, 111
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Repository\Adapter\MultiReader.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 19, 8, 49
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Repository\Adapter\MultiWriter.php", "PHP", 29, 0, 0, 0, 0, 0, 0, 0, 27, 9, 65
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Repository\Adapter\PutenvAdapter.php", "PHP", 39, 0, 0, 0, 0, 0, 0, 0, 40, 13, 92
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Repository\Adapter\ReaderInterface.php", "PHP", 7, 0, 0, 0, 0, 0, 0, 0, 7, 4, 18
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Repository\Adapter\ReplacingWriter.php", "PHP", 40, 0, 0, 0, 0, 0, 0, 0, 50, 15, 105
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Repository\Adapter\ServerConstAdapter.php", "PHP", 41, 0, 0, 0, 0, 0, 0, 0, 36, 13, 90
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Repository\Adapter\WriterInterface.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 0, 15, 5, 28
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Repository\RepositoryBuilder.php", "PHP", 130, 0, 0, 0, 0, 0, 0, 0, 109, 34, 273
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Repository\RepositoryInterface.php", "PHP", 10, 0, 0, 0, 0, 0, 0, 0, 35, 7, 52
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Store\FileStore.php", "PHP", 30, 0, 0, 0, 0, 0, 0, 0, 31, 12, 73
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Store\File\Paths.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 19, 7, 45
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Store\File\Reader.php", "PHP", 35, 0, 0, 0, 0, 0, 0, 0, 37, 10, 82
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Store\StoreBuilder.php", "PHP", 51, 0, 0, 0, 0, 0, 0, 0, 74, 17, 142
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Store\StoreInterface.php", "PHP", 7, 0, 0, 0, 0, 0, 0, 0, 7, 4, 18
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Store\StringStore.php", "PHP", 15, 0, 0, 0, 0, 0, 0, 0, 17, 6, 38
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Util\Regex.php", "PHP", 43, 0, 0, 0, 0, 0, 0, 0, 58, 12, 113
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Util\Str.php", "PHP", 39, 0, 0, 0, 0, 0, 0, 0, 51, 9, 99
"c:\xampp\htdocs\CLAU\SITE\vendor\vlucas\phpdotenv\src\Validator.php", "PHP", 102, 0, 0, 0, 0, 0, 0, 0, 88, 20, 210
"Total", "-", 16865, 1393, 228, 1297, 155, 161, 67, 315, 3348, 3073, 26902
